Date,Tweet,likes_count,nlikes,nreplies,nretweets,replies_count,retweets_count
2016-12-22,Tesla Autopilot vision neural net now working well. Just need to get a lot of road time to validate in a wide range of environments.,,16239.0,671.0,3410.0,,
2016-12-22,Tesla receives highest owner satisfaction score of any carmaker in Consumer Reports survey,,7306.0,227.0,1654.0,,
2017-01-11,Tesla's approach to building an autonomy platform is focused on high compute efficiency machine learning. Primarily vision w radar &amp; sonar.,,1798.0,95.0,303.0,,
2017-01-12,"Good point. 2.34 would be a production Tesla. Stripped down, maybe as low as 2.1.",,509.0,33.0,77.0,,
2017-01-19,Report highlight: “The data show that the Tesla vehicles crash rate dropped by almost 40 percent after Autosteer installation.”,,12265.0,242.0,3075.0,,
2017-01-21,Giant X made of Model X's by Tesla owners in China!,,4646.0,94.0,753.0,,
2017-01-22,Tesla will never stop innovating. People are buying the wrong car if they expect this. There will be major revs every 12 to 18 months.,,871.0,57.0,208.0,,
2017-02-07,Production Tesla Model S P100DL sets Motor Trend all-time world record to 60 mph in 2.27 sec,,18906.0,733.0,7027.0,,
2017-02-07,"Also, Tesla service can remove front trunk liner if you don't use it and improve performance further",,358.0,19.0,24.0,,
2017-02-10,"Please check your facts. Tesla and SpaceX joined as soon as we received the filing, which was Monday.",,376.0,21.0,30.0,,
2017-02-11,Sounds like the Tesla Powerwall (consumer) and Powerpack (utility/commercial) might be useful,,702.0,48.0,78.0,,
2017-02-15,"In appreciation, Tesla is providing all repair costs free of charge and expedited.",,47538.0,809.0,13820.0,,
2017-02-15,Congrats to the Tesla owner who sacrificed damage to his own car to bring a car with an unconscious driver safely to a stop!,,34892.0,428.0,7205.0,,
2017-02-15,"In appreciation, Tesla is providing all repair costs free of charge and expedited.",,47536.0,809.0,13820.0,,
2017-02-23,Excellent Tesla Model X review,,3588.0,212.0,807.0,,
2017-03-10,$250/kWh at the pack level for 100MWh+ systems. Tesla is moving to fixed and open pricing and terms for all products.,,1896.0,96.0,428.0,,
2017-03-10,Tesla will get the system installed and working 100 days from contract signature or it is free. That serious enough for you?,,15052.0,599.0,6035.0,,
2017-03-24,All Tesla cars built since Oct last year will be capable of self-driving as software improves,,274.0,10.0,26.0,,
2017-03-24,"Yes. Model S will always be the fastest Tesla until next gen Roadster, which is a few years away.",,459.0,24.0,39.0,,
2017-03-24,"Am noticing that many people think Model 3 is the ""next version"" of a Tesla, like iPhone 2 vs 3. This is not true.",,7099.0,470.0,1253.0,,
2017-03-28,Glad to have Tencent as an investor and advisor to Tesla,,527.0,39.0,93.0,,
2017-04-03,"Exactly. Tesla is absurdly overvalued if based on the past, but that's irrelevant. A stock price represents risk-adjusted future cash flows.",,1607.0,148.0,522.0,,
2017-04-07,Feature coming soon that allows one touch access to all discovered Tesla Easter eggs,,5958.0,748.0,920.0,,
2017-04-12,Autolist survey finds Tesla used car values are highest and sell fastest,,7596.0,715.0,1580.0,,
2017-04-13,Tesla Semi truck unveil set for September. Team has done an amazing job. Seriously next level.,,49222.0,1726.0,14117.0,,
2017-04-17,Tesla will soon be offering a compelling means of upgrading a 60 to a 75,,230.0,49.0,16.0,,
2017-05-10,That's how the tiles sit on the roof. There is no difference in strength for the Tesla tile based on orientation (not like wood).,,246.0,27.0,18.0,,
2017-05-10,Tesla solar glass roof orders open this afternoon. I think it will be great. More in about 10 hours ...,,16530.0,664.0,3797.0,,
2017-05-10,Slo-mo hail cannonball impacting Tesla solar roof tile,,5251.0,384.0,1091.0,,
2017-05-12,"Tesla needs to iterate fast on solar roof prefab/install technology, so all installs will be done by Tesla techs at first",,157.0,16.0,8.0,,
2017-05-22,Still on for end of year. Just software limited. Any Tesla car with HW2 (all cars built since Oct last year) will be able to do this.,,319.0,17.0,31.0,,
2017-05-22,Excited about the Tesla Autopilot software release rolling out next month. New control algorithm feels as smooth as silk.,,24292.0,829.0,4003.0,,
2017-06-06,Tesla shareholder meeting today. Can't believe it's been 1000 years since we went public.,,11484.0,529.0,1204.0,,
2017-06-08,"In the US, you can ask your Tesla to play any Monty Python (or other comedy) skit. Doesn't work outside US yet.",,17130.0,805.0,2669.0,,
2017-06-08,Just confirmed the Tesla DJ station works in Canada,,121.0,7.0,2.0,,
2017-06-08,"It's on the car. Might add it to the Tesla app at some point, so you get it on your phone if you have a Powerwall or Tesla solar.",,236.0,9.0,10.0,,
2017-06-08,Try the new Tesla DJ station on streaming radio,,4957.0,276.0,466.0,,
2017-06-09,"Was no ""company"", just a (wrong) biz plan to commercialize ACP's Tzero car. No tech or IP, no employees &amp; didn't even own Tesla Motors name.",,385.0,9.0,26.0,,
2017-06-09,"I've written two forward-looking master plans, but haven't told the Tesla history of how we got there. Lot of drama … Prob worth doing?",,332.0,41.0,17.0,,
2017-06-09,Few people know that we started Tesla when GM forcibly recalled all electric cars from customers in 2003 &amp; then crushed them in a junkyard,,42113.0,1439.0,13184.0,,
2017-06-09,Thanks for supporting Tesla and the EV mission before anyone had heard of us,,282.0,16.0,19.0,,
2017-06-17,Tesla service rescues a kitten stuck in the bumper,,10042.0,735.0,2051.0,,
2017-07-03,Wanted to say thanks to all that own or ordered a Tesla. It matters to us that you took a risk on a new car company. We won't forget.,,68620.0,3440.0,7550.0,,
2017-07-11,"You can now drive anywhere in the US (except N Alaska), most of Europe, China &amp; Japan using the Tesla Supercharger network!",,20353.0,1318.0,3847.0,,
2017-07-17,"True. Need to explain full story of Tesla. So much nonsense out there, amplified by propaganda from some in fossil fuels &amp; confused shorts.",,383.0,36.0,46.0,,
2017-07-17,"I should clarify: Tesla stock is obviously high based on past &amp; present, but low if you believe in Tesla's future. Place bets accordingly …",,21094.0,907.0,4079.0,,
2017-07-21,LA-SF-Reno/Sparks would be great. Tesla logistics costs for Sparks-Fremont (batteries &amp; motors) and Fremont-LA (finished cars) are gigantic.,,361.0,34.0,33.0,,
2017-07-26,Love this Tesla P100D drag racing video,,13624.0,604.0,2922.0,,
2017-07-27,Tesla team will verify,,894.0,27.0,19.0,,
2017-08-05,Officially verified as the first production electric car to exceed 1000km on a single charge! Congratulations Tesla Owners Italia!!,,48602.0,896.0,13427.0,,
2017-08-10,Major increases in the Supercharger and Tesla urban charger network happening over the next several months,,3659.0,159.0,286.0,,
2017-08-14,"Tesla Powerwalls can support houses of any size, but the cool thing is we can tow this house around with a Model X!",,21041.0,1094.0,4136.0,,
2017-08-20,"We are going to move all info and settings to the ""cloud"" (aka server) so any Tesla you drive in the world automatically adjusts to you",,7529.0,230.0,899.0,,
2017-08-26,"Tesla does not really have ""TTunes"". That's a joke.",,1040.0,60.0,99.0,,
2017-08-27,"Exactly. Wouldn't let anyone invest more than a token amount in early rounds of SpaceX and Tesla, as the probability of failure was &gt;90%.",,285.0,15.0,19.0,,
2017-08-31,We took the SpaceX/Tesla Hyperloop pusher pod for a spin by itself a few days ago to see what it…,,17205.0,364.0,1963.0,,
2017-09-13,Tesla Semi truck unveil &amp; test ride tentatively scheduled for Oct 26th in Hawthorne. Worth seeing this beast in person. It's unreal.,,66135.0,1736.0,13519.0,,
2017-09-16,Def not ok. Just sent a reminder to Tesla stores that we just want people to look forward to their next visit. That's what really matters.,,9590.0,198.0,374.0,,
2017-09-16,What if we just made a mini version of the Tesla Semi?,,731.0,109.0,63.0,,
2017-10-05,"The Tesla team has done this for many smaller islands around the world, but there is no scalability limit, so it can be done for Puerto Rico too. Such a decision would be in the hands of the PR govt, PUC, any commercial stakeholders and, most importantly, the people of PR.",,31103.0,1139.0,8875.0,,
2017-10-06,"Tesla always charges the same price for a Powerwall (only taxes &amp; shipping costs vary), so something is messed up here. I've asked my team to stop shipment to any installers charging excessive premiums.",,1121.0,40.0,147.0,,
2017-10-06,The internal Tesla Powerwall install team in PR is very small right now. Sending experienced installers from continental US to hire &amp; train local team as fast as possible.,,1248.0,93.0,234.0,,
2017-10-06,Tesla Semi unveil now Nov 16. Diverting resources to fix Model 3 bottlenecks &amp; increase battery production for Puerto Rico &amp; other affected areas.,,49833.0,1959.0,8674.0,,
2017-10-06,"I would be happy to talk. Hopefully, Tesla can be helpful.",,5083.0,247.0,1166.0,,
2017-10-12,"To be more inclusive, how about a ""pick your tech level"" setting. Could make the Tesla sound like horses (coconuts!), chariots, steam engines, gasoline cars, ...",,1424.0,118.0,152.0,,
2017-10-26,"Btw, just want to express a word of appreciation for the hard work of the Tesla Gigafactory team. Reason I camped on the roof was because it was less time than driving to a hotel room in Reno. Production hell, ~8th circle …",,38586.0,1156.0,3103.0,,
2017-11-12,Tesla Semi Truck unveil to be webcast live on Thursday at 8pm! This will blow your mind clear out of your skull and into an alternate dimension. Just need to find my portal gun ...,,109096.0,2627.0,23737.0,,
2017-11-17,Tesla Semi,,110499.0,1983.0,21434.0,,
2017-11-23,Congratulations to the Tesla crew and South Australian authorities who worked so hard to get this manufactured and installed in record time!,,37333.0,1105.0,7110.0,,
2017-12-02,Payload will be my midnight cherry Tesla Roadster playing Space Oddity. Destination is Mars orbit. Will be in deep space for a billion years or so if it doesn’t blow up on ascent.,,75415.0,3689.0,14933.0,,
2017-12-21,Glad to see that Tesla owners are having a good experience. Working to improve further. Some cool software updates coming soon.,,21261.0,747.0,1841.0,,
2017-12-23,"When you get the new Tesla software update, go Ho Ho Ho. There’s an Easter egg inside the Easter egg, but it’s not funny.",,31814.0,896.0,2381.0,,
2017-12-26,"Wanted again to send a note of deep gratitude to Tesla owners WW for taking a chance on a new company that all experts said would fail. So much blood, sweat &amp; tears from the Tesla team went into creating cars that you’d truly love. I hope you do. How can we improve further?",,128051.0,14477.0,11985.0,,
2018-01-07,"Gonna put an old school drive-in, roller skates &amp; rock restaurant at one of the new Tesla Supercharger locations in LA",,172818.0,4275.0,15550.0,,
2018-01-07,"Gonna put an old school drive-in, roller skates &amp; rock restaurant at one of the new Tesla Supercharger locations in LA",,171944.0,4295.0,15436.0,,
2018-02-24,Am feeling optimistic about beating the Semi specs announced at the unveiling for the same price. The Tesla Semi will be something really special.,,15288.0,355.0,942.0,,
2018-02-24,Am feeling optimistic about beating the Semi specs announced at the unveiling for the same price. The Tesla Semi will be something really special.,,15188.0,353.0,937.0,,
2018-03-07,"First production cargo trip of the Tesla Semi heavy duty truck, carrying battery packs from the…",,31287.0,864.0,4045.0,,
2018-03-07,"First production cargo trip of the Tesla Semi heavy duty truck, carrying battery packs from the…",,31485.0,869.0,4081.0,,
2018-03-22,You’re welcome. Sorry for the delay. Only just got back from Gigafactory. Will be at our Fremont factory in the morning. Tesla team is going all out.,,718.0,24.0,32.0,,
2018-03-22,You’re welcome. Sorry for the delay. Only just got back from Gigafactory. Will be at our Fremont factory in the morning. Tesla team is going all out.,,713.0,24.0,31.0,,
2018-04-01,"There are many chapters of bankruptcy and, as critics so rightly pointed out, Tesla has them *all*, including Chapter 14 and a half (the worst one).",,47495.0,332.0,4367.0,,
2018-04-01,"Elon was found passed out against a Tesla Model 3, surrounded by ""Teslaquilla"" bottles, the tracks of dried tears still visible on his cheeks. This is not a forward-looking statement, because, obviously, what's the point? Happy New Month!",,157497.0,3822.0,19236.0,,
2018-04-01,"Tesla Goes Bankrupt Palo Alto, California, April 1, 2018 -- Despite intense efforts to raise money, including a last-ditch mass sale of Easter Eggs, we are sad to report that Tesla has gone completely and totally bankrupt. So bankrupt, you can't believe it.",,150881.0,4003.0,21806.0,,
2018-04-01,Coming soon to Tesla merch. Free shots in stores every April 1st.,,6740.0,110.0,291.0,,
2018-04-01,Coming soon to Tesla merch. Free shots in stores every April 1st.,,6692.0,108.0,290.0,,
2018-04-01,"Elon was found passed out against a Tesla Model 3, surrounded by ""Teslaquilla"" bottles, the tracks of dried tears still visible on his cheeks. This is not a forward-looking statement, because, obviously, what's the point? Happy New Month!",,156168.0,3787.0,19006.0,,
2018-04-01,"There are many chapters of bankruptcy and, as critics so rightly pointed out, Tesla has them *all*, including Chapter 14 and a half (the worst one).",,47153.0,330.0,4317.0,,
2018-04-01,"Tesla Goes Bankrupt Palo Alto, California, April 1, 2018 -- Despite intense efforts to raise money, including a last-ditch mass sale of Easter Eggs, we are sad to report that Tesla has gone completely and totally bankrupt. So bankrupt, you can't believe it.",,149657.0,3977.0,21578.0,,
2018-04-02,"Tesla policy is to issue a recall *before* there are injuries. This is absolutely the right thing to do. Yet there were dozens of recalls by other car companies last month, incl w injuries &amp; deaths, but you only wrote an article about Tesla. Why so?",,36930.0,1193.0,4348.0,,
2018-04-02,"Lot of respect for NTSB, but NHTSA regulates cars, not NTSB, which is an advisory body. Tesla releases critical crash data affecting public safety immediately &amp; always will. To do otherwise would be unsafe.",,5427.0,88.0,368.0,,
2018-04-02,"About a year ago, I asked Doug to manage both engineering &amp; production. He agreed that Tesla needed eng &amp; prod better aligned, so we don’t design cars that are crazy hard to build. Right now, tho, better to divide &amp; conquer, so I’m back to sleeping at factory. Car biz is hell …",,2121.0,169.0,161.0,,
